customer_id,recency,frequency,monetary,cluster,segment
C02497,35,13,7555.96,2,Loyal Customers
C02498,34,5,2889.32,0,Potential Loyalists
C02499,4,7,1524.33,0,Potential Loyalists
C02500,145,2,414.73,3,At Risk
C02501,200,4,689.15,3,At Risk
C02502,55,10,5280.87,2,Loyal Customers
C02504,40,7,1693.3,0,Potential Loyalists
C02505,17,8,2882.64,0,Potential Loyalists
C02506,340,1,350.32,1,Low Value
C02507,56,5,2700.82,0,Potential Loyalists
C02509,239,2,891.6099999999999,3,At Risk
C02510,75,4,2017.8700000000001,3,At Risk
C02511,46,11,5535.75,2,Loyal Customers
C02513,104,6,2668.2400000000002,0,Potential Loyalists
C02514,6,4,1275.6799999999998,3,At Risk
C02515,198,6,3015.5699999999997,0,Potential Loyalists
C02516,122,7,2544.2200000000003,0,Potential Loyalists
C02517,304,5,1556.0,3,At Risk
C02518,180,9,4940.85,0,Potential Loyalists
C02519,80,15,5155.95,2,Loyal Customers
C02521,374,1,115.73,1,Low Value
C02522,196,8,3544.98,0,Potential Loyalists
C02523,190,3,826.57,3,At Risk
C02525,48,6,1806.41,0,Potential Loyalists
C02526,467,5,1028.5700000000002,1,Low Value
C02527,146,2,442.07,3,At Risk
C02528,152,5,2886.59,0,Potential Loyalists
C02529,235,3,493.43,3,At Risk
C02532,54,12,6260.39,2,Loyal Customers
C02533,30,13,5028.889999999999,2,Loyal Customers
C02534,41,6,2388.9,0,Potential Loyalists
C02535,374,1,54.92,1,Low Value
C02536,136,16,7811.12,2,Loyal Customers
C02537,107,8,1623.09,0,Potential Loyalists
C02538,195,7,1901.63,0,Potential Loyalists
C02539,92,6,1387.75,3,At Risk
C02540,421,3,854.78,1,Low Value
C02541,107,2,519.63,3,At Risk
C02543,666,1,171.98,1,Low Value
C02544,191,6,3784.15,0,Potential Loyalists
C02545,224,11,2162.23,0,Potential Loyalists
C02546,81,3,1040.79,3,At Risk
C02547,340,4,555.46,1,Low Value
C02548,139,1,129.26,3,At Risk
C02550,21,4,605.2,3,At Risk
C02551,4,3,374.46,3,At Risk
C02552,333,4,896.71,1,Low Value
C02554,26,20,7202.6,2,Loyal Customers
C02556,41,8,2238.3599999999997,0,Potential Loyalists
C02557,75,5,1194.47,3,At Risk
C02559,135,6,2957.0,0,Potential Loyalists
C02560,181,6,1903.38,3,At Risk
C02561,269,2,717.3,3,At Risk
C02562,119,3,335.64,3,At Risk
C02564,164,2,914.89,3,At Risk
C02565,19,10,3207.32,0,Potential Loyalists
C02566,117,1,1126.91,3,At Risk
C02567,153,2,70.66,3,At Risk
C02568,48,18,6296.54,2,Loyal Customers
C02569,683,1,249.82,1,Low Value
C02570,71,4,1089.56,3,At Risk
C02571,60,6,3648.2599999999998,0,Potential Loyalists
C02572,99,6,1568.35,3,At Risk
C02574,380,3,507.59000000000003,1,Low Value
C02576,59,7,2954.94,0,Potential Loyalists
C02577,140,6,3059.27,0,Potential Loyalists
C02578,43,4,3414.23,0,Potential Loyalists
C02579,356,1,39.62,1,Low Value
C02580,145,2,269.49,3,At Risk
C02582,105,9,2836.03,0,Potential Loyalists
C02583,109,5,1886.31,3,At Risk
C02584,159,3,892.21,3,At Risk
C02587,154,5,774.33,3,At Risk
C02588,132,11,5587.49,2,Loyal Customers
C02589,29,15,6085.87,2,Loyal Customers
C02590,35,16,7061.33,2,Loyal Customers
C02591,21,17,9049.36,2,Loyal Customers
C02592,7,21,8250.32,2,Loyal Customers
C02593,47,4,2804.24,0,Potential Loyalists
C02594,528,1,25.53,1,Low Value
C02595,2,8,3286.81,0,Potential Loyalists
C02596,711,1,341.92,1,Low Value
C02597,438,2,4210.82,1,Low Value
C02598,453,1,368.76,1,Low Value
C02599,166,7,2984.7,0,Potential Loyalists
C02602,52,1,51.26,3,At Risk
C02603,42,10,4947.03,2,Loyal Customers
C02604,273,2,198.08,3,At Risk
C02605,54,10,3709.83,0,Potential Loyalists
C02606,49,2,326.73,3,At Risk
C02607,132,2,222.89,3,At Risk
C02608,146,4,1251.82,3,At Risk
C02609,2,10,3950.26,0,Potential Loyalists
C02610,43,6,1689.8,0,Potential Loyalists
C02611,148,6,1689.06,3,At Risk
C02612,119,3,421.06,3,At Risk
C02613,27,17,4875.22,2,Loyal Customers
C02614,166,2,1481.67,3,At Risk
C02615,546,1,1191.8,1,Low Value
C02616,197,5,922.59,3,At Risk
C02618,79,2,668.34,3,At Risk
C02619,259,1,156.14,3,At Risk
C02620,491,2,60.980000000000004,1,Low Value
C02623,1,3,981.69,3,At Risk
C02624,178,7,1801.28,0,Potential Loyalists
C02625,14,4,2741.39,0,Potential Loyalists
C02626,112,8,2577.24,0,Potential Loyalists
C02628,239,3,2315.08,3,At Risk
C02630,11,10,4491.3099999999995,0,Potential Loyalists
C02631,27,10,2955.32,0,Potential Loyalists
C02632,16,2,684.1700000000001,3,At Risk
C02633,113,4,4043.17,0,Potential Loyalists
C02634,37,14,10710.43,2,Loyal Customers
C02635,110,9,3196.3399999999997,0,Potential Loyalists
C02636,12,11,4644.41,2,Loyal Customers
C02637,495,1,905.79,1,Low Value
C02639,20,10,3483.18,0,Potential Loyalists
C02640,32,5,2145.12,0,Potential Loyalists
C02641,530,2,310.82,1,Low Value
C02642,4,1,147.23,3,At Risk
C02643,41,3,2428.67,3,At Risk
C02644,107,8,2227.09,0,Potential Loyalists
C02645,290,1,94.6,3,At Risk
C02646,17,6,1937.75,0,Potential Loyalists
C02647,103,5,1315.03,3,At Risk
C02648,151,3,142.05,3,At Risk
C02649,290,5,2031.3200000000002,3,At Risk
C02650,46,5,1655.77,3,At Risk
C02651,2,48,13841.25,4,VIP Customers
C02652,715,1,457.42,1,Low Value
C02653,65,2,857.26,3,At Risk
C02654,2,13,5977.68,2,Loyal Customers
C02655,338,10,4345.5,0,Potential Loyalists
C02656,505,1,185.65,1,Low Value
C02657,51,2,963.36,3,At Risk
C02658,158,3,1866.95,3,At Risk
C02659,102,7,2798.41,0,Potential Loyalists
C02660,65,12,7450.23,2,Loyal Customers
C02661,10,13,2610.88,0,Potential Loyalists
C02662,311,1,1183.58,1,Low Value
C02664,512,2,1236.77,1,Low Value
C02665,1,19,4782.72,2,Loyal Customers
C02666,300,5,1462.31,3,At Risk
C02667,182,3,2931.3199999999997,3,At Risk
C02668,51,1,159.39,3,At Risk
C02669,30,4,866.75,3,At Risk
C02670,110,3,1220.19,3,At Risk
C02671,183,3,874.73,3,At Risk
C02672,21,6,484.87,3,At Risk
C02673,49,3,1221.15,3,At Risk
C02674,131,6,3893.1400000000003,0,Potential Loyalists
C02675,146,7,1475.1499999999999,3,At Risk
C02676,607,2,833.6,1,Low Value
C02677,207,1,210.79,3,At Risk
C02678,2,20,13674.3,4,VIP Customers
C02679,206,4,5764.84,0,Potential Loyalists
C02680,31,12,3496.67,0,Potential Loyalists
C02681,206,1,214.99,3,At Risk
C02682,666,1,702.75,1,Low Value
C02684,195,3,1046.3899999999999,3,At Risk
C02685,170,11,4668.85,0,Potential Loyalists
C02686,334,1,350.95,1,Low Value
C02687,81,6,1020.1,3,At Risk
C02688,318,2,380.07,1,Low Value
C02690,30,16,7509.6900000000005,2,Loyal Customers
C02691,308,1,183.66,1,Low Value
C02692,558,1,78.26,1,Low Value
C02695,162,3,1178.87,3,At Risk
C02696,84,1,110.16,3,At Risk
C02697,124,7,2917.99,0,Potential Loyalists
C02698,76,8,3100.62,0,Potential Loyalists
C02699,14,2,1053.18,3,At Risk
C02701,27,7,1965.8000000000002,0,Potential Loyalists
C02703,74,6,2442.1299999999997,0,Potential Loyalists
C02704,19,7,2020.6799999999998,0,Potential Loyalists
C02705,105,2,1852.4399999999998,3,At Risk
C02706,111,12,3534.42,0,Potential Loyalists
C02707,79,7,3760.12,0,Potential Loyalists
C02708,9,9,1896.96,0,Potential Loyalists
C02709,55,1,691.68,3,At Risk
C02710,182,4,815.6500000000001,3,At Risk
C02711,50,13,3191.77,0,Potential Loyalists
C02712,85,1,87.67,3,At Risk
C02713,104,8,3257.91,0,Potential Loyalists
C02716,70,10,4566.55,0,Potential Loyalists
C02717,32,6,3411.54,0,Potential Loyalists
C02718,108,6,3147.46,0,Potential Loyalists
C02719,156,16,4671.2300000000005,2,Loyal Customers
C02722,127,11,3493.29,0,Potential Loyalists
C02724,92,6,828.87,3,At Risk
C02725,462,2,378.18,1,Low Value
C02726,100,1,30.22,3,At Risk
C02728,321,4,764.05,1,Low Value
C02729,376,5,3205.46,1,Low Value
C02730,350,7,3305.17,0,Potential Loyalists
C02731,191,3,2233.31,3,At Risk
C02732,407,2,800.88,1,Low Value
C02733,376,2,949.19,1,Low Value
C02734,118,1,248.22,3,At Risk
C02735,2,2,1346.97,3,At Risk
C02737,23,2,83.09,3,At Risk
C02738,359,1,302.84,1,Low Value
C02739,99,2,1105.3,3,At Risk
C02741,37,2,539.84,3,At Risk
C02742,30,2,861.3199999999999,3,At Risk
C02744,53,18,7591.91,2,Loyal Customers
C02746,2,12,3256.11,0,Potential Loyalists
C02748,66,8,2962.2,0,Potential Loyalists
C02750,92,4,964.59,3,At Risk
C02751,37,3,2055.5099999999998,3,At Risk
C02752,15,8,1718.02,0,Potential Loyalists
C02753,225,1,69.81,3,At Risk
C02755,31,7,1240.73,0,Potential Loyalists
C02757,127,7,2612.83,0,Potential Loyalists
C02759,24,5,1239.9299999999998,3,At Risk
C02760,613,1,289.66,1,Low Value
C02761,319,3,2336.56,1,Low Value
C02762,681,1,722.9,1,Low Value
C02763,22,8,2885.06,0,Potential Loyalists
C02764,116,6,2483.91,0,Potential Loyalists
C02765,56,15,3076.11,2,Loyal Customers
C02766,524,2,314.46000000000004,1,Low Value
C02767,50,7,2089.89,0,Potential Loyalists
C02768,398,5,377.25,1,Low Value
C02769,409,1,276.67,1,Low Value
C02770,120,9,4413.13,0,Potential Loyalists
C02771,580,2,213.94,1,Low Value
C02772,295,2,239.4,3,At Risk
C02773,3,5,3274.01,0,Potential Loyalists
C02774,40,5,873.54,3,At Risk
C02775,79,13,5611.5199999999995,2,Loyal Customers
C02776,289,3,570.8199999999999,3,At Risk
C02778,62,6,916.2099999999999,3,At Risk
C02779,182,3,995.78,3,At Risk
C02783,61,5,1243.52,3,At Risk
C02784,4,12,7513.2,2,Loyal Customers
C02785,434,1,103.14,1,Low Value
C02786,26,4,1489.6399999999999,3,At Risk
C02787,9,10,3487.02,0,Potential Loyalists
C02788,251,5,1283.38,3,At Risk
C02789,348,4,1095.35,1,Low Value
C02790,117,4,1709.4900000000002,3,At Risk
C02792,728,1,549.48,1,Low Value
C02794,376,1,208.31,1,Low Value
C02795,59,3,1411.98,3,At Risk
C02796,712,1,283.06,1,Low Value
C02797,177,1,75.73,3,At Risk
C02798,429,2,615.98,1,Low Value
C02799,35,4,2193.73,3,At Risk
C02800,33,5,5334.54,0,Potential Loyalists
C02801,381,2,117.94,1,Low Value
C02802,570,1,520.56,1,Low Value
C02803,297,2,790.94,3,At Risk
C02805,306,3,2522.83,3,At Risk
C02806,157,10,4151.28,0,Potential Loyalists
C02807,36,17,4438.01,2,Loyal Customers
C02808,140,6,3605.1800000000003,0,Potential Loyalists
C02809,125,17,9514.36,2,Loyal Customers
C02810,207,3,1427.32,3,At Risk
C02812,1,27,10316.3,4,VIP Customers
C02814,115,5,2480.69,0,Potential Loyalists
C02815,569,1,266.8,1,Low Value
C02816,221,1,700.07,3,At Risk
C02817,146,4,1699.3400000000001,3,At Risk
C02818,100,7,859.27,3,At Risk
C02819,98,3,1553.28,3,At Risk
C02820,241,1,229.31,3,At Risk
C02821,265,2,833.74,3,At Risk
C02822,54,14,6227.2300000000005,2,Loyal Customers
C02823,6,11,6163.43,2,Loyal Customers
C02824,33,2,223.92000000000002,3,At Risk
C02825,212,3,476.34,3,At Risk
C02826,97,6,1163.96,3,At Risk
C02827,526,1,193.52,1,Low Value
C02828,274,1,295.56,3,At Risk
C02829,20,4,2435.14,0,Potential Loyalists
C02830,42,11,4248.48,0,Potential Loyalists
C02831,617,2,472.94,1,Low Value
C02832,288,3,1203.0300000000002,3,At Risk
C02833,134,4,944.3000000000001,3,At Risk
C02835,522,1,172.81,1,Low Value
C02836,69,5,6228.799999999999,0,Potential Loyalists
C02837,480,4,3395.34,1,Low Value
C02840,30,11,4725.8,2,Loyal Customers
C02841,107,16,8111.3,2,Loyal Customers
C02842,69,1,621.35,3,At Risk
C02843,94,1,81.37,3,At Risk
C02845,161,3,1385.44,3,At Risk
C02846,59,9,2240.35,0,Potential Loyalists
C02847,643,1,1862.21,1,Low Value
C02848,154,3,808.97,3,At Risk
C02849,66,6,2192.84,0,Potential Loyalists
C02850,1,13,2614.71,0,Potential Loyalists
C02851,608,1,391.32,1,Low Value
C02852,162,1,272.7,3,At Risk
C02854,175,5,1513.47,3,At Risk
C02855,148,9,5006.870000000001,0,Potential Loyalists
C02856,205,3,3605.91,3,At Risk
C02859,712,1,449.08,1,Low Value
C02860,28,3,825.16,3,At Risk
C02861,153,1,55.52,3,At Risk
C02863,32,6,863.6,3,At Risk
C02864,484,4,1885.59,1,Low Value
C02867,102,6,1775.29,0,Potential Loyalists
C02868,307,3,487.13,1,Low Value
C02869,5,8,3112.04,0,Potential Loyalists
C02870,83,4,2268.67,3,At Risk
C02871,25,15,3406.56,2,Loyal Customers
C02872,73,9,2662.31,0,Potential Loyalists
C02873,160,6,2071.08,0,Potential Loyalists
C02874,278,13,9459.23,2,Loyal Customers
C02875,89,5,2165.29,0,Potential Loyalists
C02876,340,3,916.39,1,Low Value
C02878,103,4,1036.54,3,At Risk
C02879,191,8,2523.8,0,Potential Loyalists
C02880,8,4,545.62,3,At Risk
C02881,282,2,496.02,3,At Risk
C02882,126,2,1307.8799999999999,3,At Risk
C02884,8,9,3060.37,0,Potential Loyalists
C02886,20,10,3226.29,0,Potential Loyalists
C02887,13,4,635.26,3,At Risk
C02888,127,1,17.65,3,At Risk
C02889,245,7,2385.5,0,Potential Loyalists
C02890,202,4,3621.04,0,Potential Loyalists
C02891,675,1,285.07,1,Low Value
C02892,78,3,1093.42,3,At Risk
C02894,6,19,6912.08,2,Loyal Customers
C02895,97,6,1211.88,3,At Risk
C02896,168,1,206.33,3,At Risk
C02897,113,7,2247.63,0,Potential Loyalists
C02899,140,6,3509.0899999999997,0,Potential Loyalists
C02900,2,7,3013.68,0,Potential Loyalists
C02901,25,6,1603.71,0,Potential Loyalists
C02902,20,4,310.90999999999997,3,At Risk
C02903,98,2,148.29,3,At Risk
C02905,107,4,769.48,3,At Risk
C02906,161,3,603.1500000000001,3,At Risk
C02907,457,2,1228.6999999999998,1,Low Value
C02908,39,18,8184.05,2,Loyal Customers
C02909,117,3,1048.35,3,At Risk
C02911,468,1,14.27,1,Low Value
C02912,301,2,201.97,1,Low Value
C02914,550,2,148.26,1,Low Value
C02915,244,4,2450.63,3,At Risk
C02917,498,2,835.95,1,Low Value
C02918,31,1,183.66,3,At Risk
C02919,17,4,2056.06,3,At Risk
C02920,142,1,595.9,3,At Risk
C02921,28,7,1520.22,0,Potential Loyalists
C02922,106,15,4197.28,2,Loyal Customers
C02924,46,8,4301.96,0,Potential Loyalists
C02925,133,10,7338.71,2,Loyal Customers
C02926,564,1,1908.07,1,Low Value
C02927,226,3,837.26,3,At Risk
C02928,120,6,849.72,3,At Risk
C02929,526,1,1879.01,1,Low Value
C02930,23,12,7238.63,2,Loyal Customers
C02931,676,1,156.11,1,Low Value
C02932,319,1,138.37,1,Low Value
C02933,328,2,542.88,1,Low Value
C02934,572,2,176.32,1,Low Value
C02936,139,2,1926.52,3,At Risk
C02938,131,2,180.89,3,At Risk
C02939,94,11,2753.81,0,Potential Loyalists
C02940,439,1,134.34,1,Low Value
C02941,4,3,520.44,3,At Risk
C02943,10,11,2978.0,0,Potential Loyalists
C02944,52,11,6192.16,2,Loyal Customers
C02945,24,5,3806.7200000000003,0,Potential Loyalists
C02947,58,11,3389.38,0,Potential Loyalists
C02948,682,1,644.98,1,Low Value
C02949,194,4,4038.7400000000002,0,Potential Loyalists
C02950,55,7,3218.83,0,Potential Loyalists
C02951,413,1,119.99,1,Low Value
C02952,44,5,1755.0,3,At Risk
C02953,123,11,3089.67,0,Potential Loyalists
C02954,26,13,4552.99,2,Loyal Customers
C02956,40,3,410.84000000000003,3,At Risk
C02958,54,8,2291.7599999999998,0,Potential Loyalists
C02959,131,1,287.01,3,At Risk
C02960,2,11,1684.31,0,Potential Loyalists
C02961,311,5,1792.76,3,At Risk
C02962,214,5,2390.79,3,At Risk
C02964,415,2,204.1,1,Low Value
C02965,24,10,3145.61,0,Potential Loyalists
C02967,222,4,1605.81,3,At Risk
C02969,132,3,736.44,3,At Risk
C02970,20,4,573.74,3,At Risk
C02971,200,1,27.12,3,At Risk
C02972,51,11,3855.2599999999998,0,Potential Loyalists
C02973,271,2,99.27000000000001,3,At Risk
C02974,68,1,76.58,3,At Risk
C02975,82,7,2422.66,0,Potential Loyalists
C02977,101,2,166.56,3,At Risk
C02978,209,3,366.08,3,At Risk
C02979,46,4,1287.62,3,At Risk
C02980,35,5,751.3100000000001,3,At Risk
C02981,117,5,2299.22,0,Potential Loyalists
C02982,200,5,2852.46,0,Potential Loyalists
C02983,70,13,6176.849999999999,2,Loyal Customers
C02985,419,1,52.02,1,Low Value
C02986,10,3,268.99,3,At Risk
C02987,459,1,646.81,1,Low Value
C02988,581,3,1167.77,1,Low Value
C02989,360,3,986.14,1,Low Value
C02990,223,4,1032.08,3,At Risk
C02991,227,1,183.16,3,At Risk
C02993,8,2,1193.97,3,At Risk
C02994,53,6,1265.0500000000002,3,At Risk
C02995,4,7,1971.33,0,Potential Loyalists
C02997,31,7,1950.96,0,Potential Loyalists
C02998,377,2,759.86,1,Low Value
C02999,21,3,1039.26,3,At Risk
C03000,126,1,141.16,3,At Risk
C03001,341,3,775.3499999999999,1,Low Value
C03002,72,6,2582.72,0,Potential Loyalists
C03003,126,14,6186.01,2,Loyal Customers
C03005,26,13,5446.56,2,Loyal Customers
C03007,5,5,1433.26,3,At Risk
C03008,18,8,2744.46,0,Potential Loyalists
C03009,527,1,440.78,1,Low Value
C03010,129,9,4816.24,0,Potential Loyalists
C03012,709,1,324.85,1,Low Value
C03013,4,9,4499.7,0,Potential Loyalists
C03014,126,11,5180.18,2,Loyal Customers
C03015,94,11,7704.68,2,Loyal Customers
C03016,116,3,789.02,3,At Risk
C03017,320,3,1382.6599999999999,1,Low Value
C03018,22,4,1852.34,3,At Risk
C03019,9,20,11142.93,4,VIP Customers
C03020,245,1,197.8,3,At Risk
C03021,38,2,393.19,3,At Risk
C03022,238,4,2026.12,3,At Risk
C03023,274,3,477.75,3,At Risk
C03024,337,2,410.14,1,Low Value
C03025,8,19,5242.58,2,Loyal Customers
C03026,18,2,140.03,3,At Risk
C03027,3,23,8078.23,4,VIP Customers
C03029,33,2,731.97,3,At Risk
C03030,81,9,2683.71,0,Potential Loyalists
C03031,306,5,653.04,3,At Risk
C03032,194,9,4410.27,0,Potential Loyalists
C03035,211,1,172.92,3,At Risk
C03037,29,19,6443.77,2,Loyal Customers
C03038,120,1,146.93,3,At Risk
C03039,232,2,908.45,3,At Risk
C03041,16,6,1753.54,0,Potential Loyalists
C03042,438,1,449.08,1,Low Value
C03043,313,1,307.54,1,Low Value
C03044,128,2,1158.6,3,At Risk
C03045,175,4,937.23,3,At Risk
C03046,109,20,12751.08,4,VIP Customers
C03047,95,2,1153.87,3,At Risk
C03048,1,6,3916.56,0,Potential Loyalists
C03049,38,25,9181.13,4,VIP Customers
C03050,34,6,3173.44,0,Potential Loyalists
C03051,42,21,6753.95,2,Loyal Customers
C03052,21,15,6550.82,2,Loyal Customers
C03053,409,1,96.55,1,Low Value
C03054,52,6,2201.39,0,Potential Loyalists
C03056,141,5,1712.29,3,At Risk
C03057,625,6,2708.93,1,Low Value
C03058,104,2,209.44,3,At Risk
C03059,119,7,1313.86,3,At Risk
C03060,254,6,1917.31,3,At Risk
C03061,687,1,152.87,1,Low Value
C03062,15,6,2004.1100000000001,0,Potential Loyalists
C03063,204,1,78.96,3,At Risk
C03064,18,3,1471.6699999999998,3,At Risk
C03065,6,12,5880.83,2,Loyal Customers
C03066,326,5,1226.8899999999999,1,Low Value
C03067,123,3,722.6,3,At Risk
C03068,102,3,1647.1,3,At Risk
C03069,478,1,132.6,1,Low Value
C03070,98,9,1971.3700000000001,0,Potential Loyalists
C03071,3,5,1229.65,3,At Risk
C03072,412,8,1666.45,1,Low Value
C03073,645,1,174.64,1,Low Value
C03074,7,14,8964.31,2,Loyal Customers
C03076,130,4,648.88,3,At Risk
C03077,415,1,360.69,1,Low Value
C03078,389,2,884.53,1,Low Value
C03079,41,17,5391.1900000000005,2,Loyal Customers
C03081,109,2,1245.65,3,At Risk
C03082,35,5,3190.25,0,Potential Loyalists
C03083,636,3,267.99,1,Low Value
C03084,87,5,314.45,3,At Risk
C03085,272,3,634.53,3,At Risk
C03086,30,4,972.43,3,At Risk
C03087,178,7,1595.28,3,At Risk
C03088,7,8,3760.26,0,Potential Loyalists
C03089,693,1,61.2,1,Low Value
C03090,3,27,14661.03,4,VIP Customers
C03091,519,1,1339.0,1,Low Value
C03093,468,1,234.21,1,Low Value
C03094,614,1,153.77,1,Low Value
C03096,597,1,25.53,1,Low Value
C03099,479,1,287.01,1,Low Value
C03100,402,1,165.29,1,Low Value
C03101,310,1,42.86,1,Low Value
C03103,493,2,811.53,1,Low Value
C03104,42,3,504.75000000000006,3,At Risk
C03105,36,14,8502.69,2,Loyal Customers
C03106,436,5,923.3499999999999,1,Low Value
C03107,190,6,9318.58,2,Loyal Customers
C03108,162,1,215.43,3,At Risk
C03109,442,1,163.88,1,Low Value
C03111,103,9,1808.97,0,Potential Loyalists
C03112,317,1,31.03,1,Low Value
C03113,413,2,753.95,1,Low Value
C03114,438,1,411.86,1,Low Value
C03115,103,1,36.9,3,At Risk
C03116,125,15,4190.79,2,Loyal Customers
C03117,36,7,1663.29,0,Potential Loyalists
C03118,105,10,2855.75,0,Potential Loyalists
C03119,234,3,660.0600000000001,3,At Risk
C03120,76,9,3632.6,0,Potential Loyalists
C03121,8,4,997.5600000000001,3,At Risk
C03122,30,18,4526.43,2,Loyal Customers
C03124,12,6,2722.9300000000003,0,Potential Loyalists
C03125,25,4,2645.9900000000002,0,Potential Loyalists
C03126,3,3,742.6600000000001,3,At Risk
C03127,5,15,4006.2200000000003,2,Loyal Customers
C03128,51,20,8013.06,2,Loyal Customers
C03129,703,1,293.95,1,Low Value
C03130,242,2,110.84,3,At Risk
C03131,360,6,1333.42,1,Low Value
C03132,166,9,1641.02,0,Potential Loyalists
C03133,142,5,2015.5100000000002,3,At Risk
C03134,506,1,39.71,1,Low Value
C03135,52,3,1284.44,3,At Risk
C03137,191,11,5876.87,2,Loyal Customers
C03138,218,2,775.13,3,At Risk
C03139,117,5,1750.53,3,At Risk
C03140,40,8,4587.88,0,Potential Loyalists
C03142,129,2,969.61,3,At Risk
C03143,114,4,4092.71,0,Potential Loyalists
C03144,58,2,1472.9299999999998,3,At Risk
C03145,331,1,2100.21,1,Low Value
C03146,1,42,12129.87,4,VIP Customers
C03147,36,7,2221.6400000000003,0,Potential Loyalists
C03148,86,8,5313.27,0,Potential Loyalists
C03149,25,16,3326.75,2,Loyal Customers
C03150,126,1,31.91,3,At Risk
C03151,554,1,206.33,1,Low Value
C03152,454,1,585.72,1,Low Value
C03153,59,7,4384.57,0,Potential Loyalists
C03154,281,6,2434.48,3,At Risk
C03155,286,2,234.73000000000002,3,At Risk
C03156,253,2,306.0,3,At Risk
C03157,93,2,469.49,3,At Risk
C03158,176,2,486.53999999999996,3,At Risk
C03159,253,8,4390.31,0,Potential Loyalists
C03160,28,2,1321.4,3,At Risk
C03161,87,9,2112.13,0,Potential Loyalists
C03162,187,2,329.71,3,At Risk
C03163,42,6,1492.75,0,Potential Loyalists
C03164,1,17,4607.12,2,Loyal Customers
C03165,8,9,2848.55,0,Potential Loyalists
C03166,91,1,85.73,3,At Risk
C03167,60,1,285.93,3,At Risk
C03168,85,2,1299.22,3,At Risk
C03169,446,1,135.97,1,Low Value
C03170,234,8,5486.400000000001,0,Potential Loyalists
C03171,112,8,2957.35,0,Potential Loyalists
C03173,97,2,257.98,3,At Risk
C03174,357,1,91.14,1,Low Value
C03175,41,14,3908.4700000000003,2,Loyal Customers
C03176,21,7,2318.31,0,Potential Loyalists
C03177,87,5,667.27,3,At Risk
C03178,113,2,489.85,3,At Risk
C03179,4,7,1300.29,0,Potential Loyalists
C03180,195,7,3794.3900000000003,0,Potential Loyalists
C03181,12,4,657.59,3,At Risk
C03182,167,11,4561.32,0,Potential Loyalists
C03183,28,17,5438.59,2,Loyal Customers
C03184,199,6,2018.73,3,At Risk
C03185,111,6,967.78,3,At Risk
C03186,14,3,1703.23,3,At Risk
C03187,52,7,1305.33,0,Potential Loyalists
C03188,5,4,3601.92,0,Potential Loyalists
C03189,420,2,504.57,1,Low Value
C03190,470,1,1656.36,1,Low Value
C03191,32,3,1876.1000000000001,3,At Risk
C03193,691,1,967.16,1,Low Value
C03194,162,5,1401.42,3,At Risk
C03195,227,5,835.55,3,At Risk
C03196,31,5,3213.45,0,Potential Loyalists
C03197,127,2,4911.13,0,Potential Loyalists
C03198,25,16,6789.82,2,Loyal Customers
C03199,344,1,98.37,1,Low Value
C03200,15,21,7936.55,2,Loyal Customers
C03201,165,3,442.93,3,At Risk
C03202,234,6,2472.86,0,Potential Loyalists
C03204,90,7,1376.4,0,Potential Loyalists
C03205,51,11,2357.3100000000004,0,Potential Loyalists
C03206,63,10,6077.28,2,Loyal Customers
C03207,7,34,18081.78,4,VIP Customers
C03208,402,1,48.42,1,Low Value
C03209,28,4,431.16,3,At Risk
C03210,212,2,1307.06,3,At Risk
C03211,36,6,1735.62,0,Potential Loyalists
C03213,303,5,1700.58,3,At Risk
C03214,114,9,5376.55,0,Potential Loyalists
C03215,663,1,94.38,1,Low Value
C03218,88,4,881.96,3,At Risk
C03219,441,2,931.5899999999999,1,Low Value
C03220,15,13,8554.52,2,Loyal Customers
C03221,43,7,2400.6600000000003,0,Potential Loyalists
C03222,114,6,3777.2400000000002,0,Potential Loyalists
C03223,376,1,159.39,1,Low Value
C03225,12,15,8249.46,2,Loyal Customers
C03226,114,11,4958.38,2,Loyal Customers
C03227,17,21,4592.83,2,Loyal Customers
C03228,102,5,4783.46,0,Potential Loyalists
C03229,34,8,3858.46,0,Potential Loyalists
C03230,46,1,118.31,3,At Risk
C03231,107,5,1040.13,3,At Risk
C03232,123,6,944.98,3,At Risk
C03233,83,11,2497.61,0,Potential Loyalists
C03234,172,8,3239.19,0,Potential Loyalists
C03235,74,1,127.81,3,At Risk
C03236,10,19,6742.1900000000005,2,Loyal Customers
C03237,3,26,12640.91,4,VIP Customers
C03238,196,1,448.76,3,At Risk
C03239,18,11,2515.06,0,Potential Loyalists
C03240,133,2,1624.6999999999998,3,At Risk
C03241,9,8,3538.58,0,Potential Loyalists
C03242,139,2,255.17000000000002,3,At Risk
C03243,2,19,4623.1,2,Loyal Customers
C03244,383,1,105.86,1,Low Value
C03245,86,6,1336.5,3,At Risk
C03246,49,3,1166.74,3,At Risk
C03247,21,5,1265.02,3,At Risk
C03248,70,6,2540.99,0,Potential Loyalists
C03249,312,1,196.43,1,Low Value
C03250,41,9,3324.27,0,Potential Loyalists
C03251,16,17,5786.8,2,Loyal Customers
C03252,53,11,5959.75,2,Loyal Customers
C03253,50,15,5454.04,2,Loyal Customers
C03254,309,4,1025.27,3,At Risk
C03255,26,2,1684.27,3,At Risk
C03256,687,3,491.76,1,Low Value
C03258,15,11,4109.9,0,Potential Loyalists
C03259,108,2,331.22,3,At Risk
C03260,1,16,7584.089999999999,2,Loyal Customers
